세부판단유형,원판단유형,판매채널,정제키,행수,원문예시,같은채널_판매채널콘텐츠_근거,콘텐츠마스터_근거,타채널_지급정산_근거,기존대표근거,권고
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),무림귀공자,1,무림귀공자 [단행본],A_정산서등장_정산정보없음::202375::113074::무림귀공자,113074::[정산정보없음]_무림귀공자::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),무상검,1,무상검 [단행본],A_정산서등장_정산정보없음::113711::113094::무상검,113094::[정산정보없음]_무상검::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),무심결,1,무심결 [단행본],A_정산서등장_정산정보없음::113718::113101::무심결,113101::무심결::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),밀풍대문,1,밀풍대문 [단행본],A_정산서등장_정산정보없음::203562::113218::밀풍대문,113218::[정산정보없음]_밀풍대문::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),백팔금수권,1,백팔금수권 [단행본],A_정산서등장_정산정보없음::113961::113333::백팔금수권,113333::백팔금수권::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),소야,1,소야 [단행본],A_정산서등장_정산정보없음::207769::113976::소야,113976::소야::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),신초류향,1,신 초류향 [단행본],A_정산서등장_정산정보없음::163372::160174::신초류향,160174::[정산정보없음]_신초류향::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),십교종사,1,십교종사 [단행본],A_정산서등장_정산정보없음::209291::114193::십교종사,114193::[정산정보없음]_십교종사::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),타채널 exact 지급정산 보강 판단,미스터블루(소설),야야,1,야야 [단행본],A_정산서등장_정산정보없음::210674::114422::야야(野爺),323096::야야(野爺)::운영팀::김부용 || 114422::[정산정보없음]_야야(野爺)::소설편집팀::이선근,한아름(P000003716)::323096,한아름(P000003716)::야야(野爺)::323096,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),타채널 exact 지급정산 보강 판단,미스터블루(소설),열정시대,1,열정시대 [단행본],A_정산서등장_정산정보없음::163404::160192::열정시대,160192::[정산정보없음]_열정시대::소설2팀::김인희 || 114626::열정시대::소설편집팀::이선근,코미코_일반결제::114626 || 북큐브(소설)::114626 || 인터파크::114626 || 웹소설 하이북::114626 || 판무림::114626,코미코_일반결제::열정시대::114626 || 북큐브(소설)::열정시대::114626 || 인터파크::열정시대::114626 || 웹소설 하이북::열정시대::114626 || 판무림::열정시대::114626,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),열풍,1,열풍[무삭제판] [단행본],A_정산서등장_정산정보없음::211852::114630::열풍[무삭제판],114630::[정산정보없음]_열풍[무삭제판]::소설2팀::김인희,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),타채널 exact 지급정산 보강 판단,미스터블루(소설),요마겁,1,요마겁 [단행본],A_정산서등장_정산정보없음::565484::114756::요마겁,114756::요마겁::소설편집팀::이선근 || 109569::[연재] 요마겁 무삭제본::소설편집팀::이선근,한아름(P000003716)::114756 || 네이버_장르::114756 || 웹소설 하이북::114756 || 무툰(소설 서비스)::114756 || 웹소설 하이북::109569,한아름(P000003716)::요마겁::114756 || 네이버_장르::요마겁::114756 || 웹소설 하이북::요마겁::114756 || 무툰(소설 서비스)::요마겁::114756 || 웹소설 하이북::[연재] 요마겁 무삭제본::109569,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),절대마조,1,절대마조 [단행본],A_정산서등장_정산정보없음::215946::115305::절대마조,115305::[정산정보없음]_절대마조::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),절대쌍웅,1,절대쌍웅 [단행본],A_정산서등장_정산정보없음::858785::115311::절대쌍웅,115311::[정산정보없음]_절대쌍웅::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),중원지,1,중원지 [단행본],A_정산서등장_정산정보없음::163370::160173::중원지,160173::[정산정보없음]_중원지::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),천마옥,1,천마옥 [단행본],A_정산서등장_정산정보없음::116293::115601::천마옥,115601::천마옥::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),천산뇌신,1,천산뇌신 [단행본],A_정산서등장_정산정보없음::218334::115620::천산뇌신,115620::[정산정보없음]_천산뇌신::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),천원만리추,1,천원만리추 [단행본],A_정산서등장_정산정보없음::218530::115642::천원만리추,115642::[정산정보없음]_천원만리추::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),치우검,1,치우검 [단행본],A_정산서등장_정산정보없음::219452::115791::치우검,115791::[정산정보없음]_치우검::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),칠색무,1,칠색무 [단행본],A_정산서등장_정산정보없음::219482::115819::칠색무,115819::[정산정보없음]_칠색무::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),태양천자,1,태양천자 [단행본],A_정산서등장_정산정보없음::220161::115944::태양천자,115944::[정산정보없음]_태양천자::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,미스터블루(소설),혈무연,1,혈무연 [단행본],A_정산서등장_정산정보없음::222510::116315::혈무연,116315::[정산정보없음]_혈무연::소설편집팀::이선근 || 110304::[정산정보없음]_[연재]혈무연::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,웹소설 하이북,구룡겁,1,구룡겁,A_정산서등장_정산정보없음::192473::111572::구룡겁,111572::[정산정보없음]_구룡겁::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,웹소설 하이북,대상천하,1,대상천하,A_정산서등장_정산정보없음::198230::112460::대상천하,112460::[정산정보없음]_대상천하::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,웹소설 하이북,천마겁,1,천마겁(무삭제본),A_정산서등장_정산정보없음::218100::115591::천마겁(무삭제본),115591::천마겁(무삭제본)::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,웹소설 하이북,칠기무제,1,칠기무제(무삭제 개정판),A_정산서등장_정산정보없음::219470::115816::칠기무제(무삭제 개정판),115816::[정산정보없음]_칠기무제(무삭제 개정판)::소설편집팀::이선근 || 109190::[세트]칠기무제(무삭제 개정판)(전3권 완결)::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,웹소설 하이북,팔왕예조,1,팔왕예조,A_정산서등장_정산정보없음::220509::116022::팔왕예조,116022::[정산정보없음]_팔왕예조::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,웹소설 하이북,혈무연,1,혈무연,A_정산서등장_정산정보없음::184713::110304::[연재]혈무연 || A_정산서등장_정산정보없음::222515::116315::혈무연,116315::[정산정보없음]_혈무연::소설편집팀::이선근 || 110304::[정산정보없음]_[연재]혈무연::소설편집팀::이선근,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),S2 신규/진짜없음 판단,카카오페이지(소설),원나잇노썸씽,1,원나잇 노썸씽,A_정산서등장_정산정보없음::490566::123695::원나잇 노썸씽 || A_정산서등장_정산정보없음::700510::318202::원나잇 노썸씽(15세 개정판),318202::[정산정보없음]_원나잇 노썸씽(15세 개정판)::소설유통팀::김성경 || 123695::[정산정보없음]_원나잇 노썸씽::소설편집팀::이선근 || 131155::원나잇 노썸씽::편집4팀::김태니,,,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
같은채널 판매채널콘텐츠 있음(A급 정산정보없음),타채널 exact 지급정산 보강 판단,한아름(P000003716),검무흔,1,검무흔(개정판. 무삭제본),A_정산서등장_정산정보없음::165942::107919::[10%할인]검무흔(개정판. 무삭제본),109362::[연재] 검무흔(개정판. 무삭제본)::소설편집팀::이선근 || 107919::[정산정보없음]_[10%할인]검무흔(개정판. 무삭제본)::소설편집팀::이선근,스토린랩(원스토어)::109362 || 미스터블루(소설)::109362 || 구글(소설)::109362 || 웹소설 하이북::109362 || 미소설::109362,스토린랩(원스토어)::[연재] 검무흔(개정판. 무삭제본)::109362 || 미스터블루(소설)::[연재] 검무흔(개정판. 무삭제본)::109362 || 구글(소설)::[연재] 검무흔(개정판. 무삭제본)::109362 || 웹소설 하이북::[연재] 검무흔(개정판. 무삭제본)::109362 || 미소설::[연재] 검무흔(개정판. 무삭제본)::109362,S2 판매채널콘텐츠는 이미 정산서 등장 A급. 지급정산관리 생성/연결 우선 검토
